,Question_Text,Question_ID,Euroskepticism_Score,clean_text,doc2vec_x,doc2vec_y
531,The EU framework of national strategies aimed at Roma integration invites Member States to allocate sufficient funding for Roma inclusion from national budgets to  where appropriate by EU funding. The EU funds available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development. Unfortunately the Commissions 2012 progress report shows that these funds are not used to their full potential by Member States. Can the Commission explain the reasons behind the very low absorption of EU funding by Member States in particular the funds which are specifically intended for marginalised groups What is the Commission doing to ensure that Member States use the funds available more effectively in order to increase integration of Roma people and improve their living conditions in their homeland How is the Commission evaluating the effectiveness of EU-funded projects in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,P-003538-14,0,The EU framework of national strategy aimed at Roma integration invite Member States to allocate sufficient funding for Roma inclusion from national budget to where appropriate by EU funding The EU fund available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development Unfortunately the Commissions progress report show that these fund are not used to their full potential by Member States Can the Commission explain the reason behind the very low absorption of EU funding by Member States in particular the fund which are specifically intended for marginalised group What is the Commission doing to ensure that Member States use the fund available more effectively in order to increase integration of Roma people and improve their living condition in their homeland How is the Commission evaluating the effectiveness of EUfunded project in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,0.29135862,-0.026470076
532,The EU framework of national strategies aimed at Roma integration invites Member States to allocate sufficient funding for Roma inclusion from national budgets to  where appropriate by EU funding. The EU funds available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development. Unfortunately the Commissions 2012 progress report shows that these funds are not used to their full potential by Member States. Can the Commission explain the reasons behind the very low absorption of EU funding by Member States in particular the funds which are specifically intended for marginalised groups What is the Commission doing to ensure that Member States use the funds available more effectively in order to increase integration of Roma people and improve their living conditions in their homeland How is the Commission evaluating the effectiveness of EU-funded projects in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,P-003538-14,0,The EU framework of national strategy aimed at Roma integration invite Member States to allocate sufficient funding for Roma inclusion from national budget to where appropriate by EU funding The EU fund available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development Unfortunately the Commissions progress report show that these fund are not used to their full potential by Member States Can the Commission explain the reason behind the very low absorption of EU funding by Member States in particular the fund which are specifically intended for marginalised group What is the Commission doing to ensure that Member States use the fund available more effectively in order to increase integration of Roma people and improve their living condition in their homeland How is the Commission evaluating the effectiveness of EUfunded project in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,0.29135862,-0.028150447
533,The EU framework of national strategies aimed at Roma integration invites Member States to allocate sufficient funding for Roma inclusion from national budgets to  where appropriate by EU funding. The EU funds available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development. Unfortunately the Commissions 2012 progress report shows that these funds are not used to their full potential by Member States. Can the Commission explain the reasons behind the very low absorption of EU funding by Member States in particular the funds which are specifically intended for marginalised groups What is the Commission doing to ensure that Member States use the funds available more effectively in order to increase integration of Roma people and improve their living conditions in their homeland How is the Commission evaluating the effectiveness of EU-funded projects in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,P-003538-14,0,The EU framework of national strategy aimed at Roma integration invite Member States to allocate sufficient funding for Roma inclusion from national budget to where appropriate by EU funding The EU fund available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development Unfortunately the Commissions progress report show that these fund are not used to their full potential by Member States Can the Commission explain the reason behind the very low absorption of EU funding by Member States in particular the fund which are specifically intended for marginalised group What is the Commission doing to ensure that Member States use the fund available more effectively in order to increase integration of Roma people and improve their living condition in their homeland How is the Commission evaluating the effectiveness of EUfunded project in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,0.29135862,-0.07192338
534,The EU framework of national strategies aimed at Roma integration invites Member States to allocate sufficient funding for Roma inclusion from national budgets to  where appropriate by EU funding. The EU funds available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development. Unfortunately the Commissions 2012 progress report shows that these funds are not used to their full potential by Member States. Can the Commission explain the reasons behind the very low absorption of EU funding by Member States in particular the funds which are specifically intended for marginalised groups What is the Commission doing to ensure that Member States use the funds available more effectively in order to increase integration of Roma people and improve their living conditions in their homeland How is the Commission evaluating the effectiveness of EU-funded projects in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,P-003538-14,0,The EU framework of national strategy aimed at Roma integration invite Member States to allocate sufficient funding for Roma inclusion from national budget to where appropriate by EU funding The EU fund available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development Unfortunately the Commissions progress report show that these fund are not used to their full potential by Member States Can the Commission explain the reason behind the very low absorption of EU funding by Member States in particular the fund which are specifically intended for marginalised group What is the Commission doing to ensure that Member States use the fund available more effectively in order to increase integration of Roma people and improve their living condition in their homeland How is the Commission evaluating the effectiveness of EUfunded project in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,0.29135862,-0.04575956
535,The EU framework of national strategies aimed at Roma integration invites Member States to allocate sufficient funding for Roma inclusion from national budgets to  where appropriate by EU funding. The EU funds available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development. Unfortunately the Commissions 2012 progress report shows that these funds are not used to their full potential by Member States. Can the Commission explain the reasons behind the very low absorption of EU funding by Member States in particular the funds which are specifically intended for marginalised groups What is the Commission doing to ensure that Member States use the funds available more effectively in order to increase integration of Roma people and improve their living conditions in their homeland How is the Commission evaluating the effectiveness of EU-funded projects in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,P-003538-14,0,The EU framework of national strategy aimed at Roma integration invite Member States to allocate sufficient funding for Roma inclusion from national budget to where appropriate by EU funding The EU fund available are the European Social Fund the European Regional Development Fund and the European Agricultural Fund for Rural Development Unfortunately the Commissions progress report show that these fund are not used to their full potential by Member States Can the Commission explain the reason behind the very low absorption of EU funding by Member States in particular the fund which are specifically intended for marginalised group What is the Commission doing to ensure that Member States use the fund available more effectively in order to increase integration of Roma people and improve their living condition in their homeland How is the Commission evaluating the effectiveness of EUfunded project in Member States What can be done to verify that they are actually used to improve the situation of Roma people specifically concerning access to education work medical care and housing,0.29135862,-0.08848861
536,After years of design and experimentation an  has developed a machine for diluting antiblastic drugs specifically those administered via infusion bags to patients undergoing chemotherapy. Equipped with state-of-the-art electronics this innovative machine reduces waste in the use of drug infusion bags and allows drugs to be administered more quickly. It also ensures patients receive the correct dosage eliminating the possibility of human error and protects medical personnel from the risks posed by contact with and inhalation of these drugs. All hospitals having both a pharmacy department and an oncology department will be able to make use of this machine which not only provides significant savings in economic terms but also boasts an environmentally friendly design with an energy consumption equivalent to that of a small household electrical appliance. 1. In light of this can the Commission state whether any European programmes or funding initiatives are in place in order to research design and develop machines such as the one described above 2. Is European funding available to support research into anti-cancer treatments and patents 3. Has it previously financed similar projects,E-007786-14,0,After year of design and experimentation an ha developed a machine for diluting antiblastic drug specifically those administered via infusion bag to patient undergoing chemotherapy Equipped with stateoftheart electronics this innovative machine reduces waste in the use of drug infusion bag and allows drug to be administered more quickly It also ensures patient receive the correct dosage eliminating the possibility of human error and protects medical personnel from the risk posed by contact with and inhalation of these drug All hospital having both a pharmacy department and an oncology department will be able to make use of this machine which not only provides significant saving in economic term but also boast an environmentally friendly design with an energy consumption equivalent to that of a small household electrical appliance In light of this can the Commission state whether any European programme or funding initiative are in place in order to research design and develop machine such a the one described above Is European funding available to support research into anticancer treatment and patent Has it previously financed similar project,-0.17847359,-0.17847359
537,Numerous financing programmes have been developed for the Community programming period 200713 with these programmes the European Union intends to support projects under various sectoral policies. In this regard the Commission has issued a call for proposals to select organisations that are eligible for a grant to involve civil society in the implementation and development of the European Unions drugs strategy. The municipality of Urbino Marche Italy requires funding to prevent drug use thereby helping to achieve the objectives of the EUs drug prevention and information programme. In the light of the above could the Commission say whether the municipality of Urbino has submitted an application for said programme If it has could the Commission say whether the municipality of Urbino has obtained the grants and whether they have been used in the correct way and within the proper time frame or whether they have had to be reimbursed,E-2606/09,0,Numerous financing programme have been developed for the Community programming period with these programme the European Union intends to support project under various sectoral policy In this regard the Commission ha issued a call for proposal to select organisation that are eligible for a grant to involve civil society in the implementation and development of the European Unions drug strategy The municipality of Urbino Marche Italy requires funding to prevent drug use thereby helping to achieve the objective of the EUs drug prevention and information programme In the light of the above could the Commission say whether the municipality of Urbino ha submitted an application for said programme If it ha could the Commission say whether the municipality of Urbino ha obtained the grant and whether they have been used in the correct way and within the proper time frame or whether they have had to be reimbursed,-0.46285194,-0.46285194
538,The number of attacks on fishing boats and merchant vessels has fallen drastically over the past year. The deterrent posed by the EUs Atalanta operation with warships in the area the civilian EUCAP NESTOR mission and the presence of armed guards on board fishing and merchant vessels is having an effect. But although there is less activity in that area piracy is moving out into the Gulf of Guinea. A report by the International Maritime Bureau warns of increasing numbers of attacks on oil tankers merchant vessels and fishing boats many flying European flags. One such attack occurred off the coast of Togo in late August 2012 when pirates stole part of the cargo from the Greek-registered oil tanker Energy Centurion.  What steps does the Council intend to take to defend European interests in the area  Is the Council considering setting up a naval force along the lines of the Atalanta operation or a civilian mission like EUCAP NESTOR to protect European fishing boats merchant vessels and oil tankers sailing in these waters  ES C 317 E 31/10/2013,E-010797-12,0,The number of attack on fishing boat and merchant vessel ha fallen drastically over the past year The deterrent posed by the EUs Atalanta operation with warship in the area the civilian EUCAP NESTOR mission and the presence of armed guard on board fishing and merchant vessel is having an effect But although there is le activity in that area piracy is moving out into the Gulf of Guinea A report by the International Maritime Bureau warns of increasing number of attack on oil tanker merchant vessel and fishing boat many flying European flag One such attack occurred off the coast of Togo in late August when pirate stole part of the cargo from the Greekregistered oil tanker Energy Centurion What step doe the Council intend to take to defend European interest in the area Is the Council considering setting up a naval force along the line of the Atalanta operation or a civilian mission like EUCAP NESTOR to protect European fishing boat merchant vessel and oil tanker sailing in these water ES C E,-0.44182625,-0.44182625
539,Luxembourg is considering introducing changes to its banking regulations. In an interview the Finance Minister Luc Frieden stated that the country was ready to partially ease its secrecy laws and said that it wanted to strengthen cooperation with foreign tax authorities. The international trend is towards automatic exchange of banking information. He also said that the country was not interested in clients who wanted to save on their taxes. What is the Commissions opinion of these statements by the Luxembourg Finance Minister,E-004105-13,0,Luxembourg is considering introducing change to it banking regulation In an interview the Finance Minister Luc Frieden stated that the country wa ready to partially ease it secrecy law and said that it wanted to strengthen cooperation with foreign tax authority The international trend is towards automatic exchange of banking information He also said that the country wa not interested in client who wanted to save on their tax What is the Commissions opinion of these statement by the Luxembourg Finance Minister,-0.086349785,-0.086349785
540,The EU Member States have high standards of food safety however European food producers and consumers are concerned that the conclusion of negotiations between the EU and the USA could lead to lowerquality and less safe food ending up on European tables. This is leading the public to speculate that products which would be unable to meet current EU safety standards could be given access to the EUs market through the processes of equivalence or mutual recognition. The following are examples of divergences between EU and US rules 1. The US meat industry uses antibacterial chemicals such as chlorine to eliminate E. coli and other bacteria in poultry processing. The EU meanwhile only permits the use of water and steam during slaughter. 2. The US meat industry uses ractopamine hydrochloride in feeds for cows pigs and poultry as a growth accelerant for increasing muscle mass. Ractopamine is banned in 160 countries worldwide including the EU Russia and China for being harmful to human and animal health. 3. The maximum permitted levels of pesticides in fruit and vegetables are lower in the EU than in the USA. Pesticides have been proven on many occasions to be harmful to human health and raising permitted levels through TTIP would have an adverse effect on public health in Europe. Will the signing of TTIP lead to EU food safety standards being circumvented and to the lowering of general food safety levels,E-005828-14,0,The EU Member States have high standard of food safety however European food producer and consumer are concerned that the conclusion of negotiation between the EU and the USA could lead to lowerquality and le safe food ending up on European table This is leading the public to speculate that product which would be unable to meet current EU safety standard could be given access to the EUs market through the process of equivalence or mutual recognition The following are example of divergence between EU and US rule The US meat industry us antibacterial chemical such a chlorine to eliminate E coli and other bacteria in poultry processing The EU meanwhile only permit the use of water and steam during slaughter The US meat industry us ractopamine hydrochloride in feed for cow pig and poultry a a growth accelerant for increasing muscle mass Ractopamine is banned in country worldwide including the EU Russia and China for being harmful to human and animal health The maximum permitted level of pesticide in fruit and vegetable are lower in the EU than in the USA Pesticides have been proven on many occasion to be harmful to human health and raising permitted level through TTIP would have an adverse effect on public health in Europe Will the signing of TTIP lead to EU food safety standard being circumvented and to the lowering of general food safety level,-0.3446737,-0.3446737
541,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.25715172
542,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.18509272
543,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.2596507
544,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.050294325
545,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.24631119
546,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.26000258
547,Can the Commission outline if infringement proceedings have been initiated against the Irish State for failure to transpose Council Framework Decision 2008/909/JHA of 27 November 2008 on the application of the principle of mutual recognition to judgments in criminal matters imposing custodial sentences or measures involving deprivation of liberty for the purpose of their enforcement in the European Union1,E-005121-18,0,Can the Commission outline if infringement proceeding have been initiated against the Irish State for failure to transpose Council Framework Decision JHA of November on the application of the principle of mutual recognition to judgment in criminal matter imposing custodial sentence or measure involving deprivation of liberty for the purpose of their enforcement in the European Union,-0.4663948,-0.18577585
548,How does the Commission respond to an ICM survey for the Centre for Policy Studies that 69  of Britons would like to vote on the proposal that the UK should have a looser relationship with the EU maintaining free trade and cooperation  policies but opting out of political and economic integration,E-2485/07,0,How doe the Commission respond to an ICM survey for the Centre for Policy Studies that of Britons would like to vote on the proposal that the UK should have a looser relationship with the EU maintaining free trade and cooperation policy but opting out of political and economic integration,-0.45309308,-0.52587247
549,How does the Commission respond to an ICM survey for the Centre for Policy Studies that 69  of Britons would like to vote on the proposal that the UK should have a looser relationship with the EU maintaining free trade and cooperation  policies but opting out of political and economic integration,E-2485/07,0,How doe the Commission respond to an ICM survey for the Centre for Policy Studies that of Britons would like to vote on the proposal that the UK should have a looser relationship with the EU maintaining free trade and cooperation policy but opting out of political and economic integration,-0.45309308,-0.47018632
550,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.24043131
551,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.14784569
552,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.1354757
553,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.14194638
554,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.02507154
555,"In its reply to Kristina Winbergs Written Question E-015091/2015 a question about whether the impact of the terrorist attacks in Paris on 13 November 2015 could have been prevented or at least rendered less serious if Member States had applied the Dublin system the Commission answered The Commission does not speculate on matters which are subject to criminal investigations by  authorities of Member States. In the proposal for a directive amending Council Directive 91/447/EEC on control of the acquisition and possession of weapons COM20150750 however the Commission opts to speculate about details of the Paris attacks in order to justify restrictions on Swedish citizens right to own weapons. For example in footnote 1 of the Explanatory Memorandum on the proposal it is asserted that the terrorist attacks in Paris underlined the link between organised crime and terrorism. Is the answer that was given to the above question correct If so "" and draw far-reaching conclusions from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing its own power and restricting rights but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E-015091/2015",P-002729-16,1,In it reply to Kristina Winbergs Written Question E a question about whether the impact of the terrorist attack in Paris on November could have been prevented or at least rendered le serious if Member States had applied the Dublin system the Commission answered The Commission doe not speculate on matter which are subject to criminal investigation by authority of Member States In the proposal for a directive amending Council Directive EEC on control of the acquisition and possession of weapon COM however the Commission opts to speculate about detail of the Paris attack in order to justify restriction on Swedish citizen right to own weapon For example in footnote of the Explanatory Memorandum on the proposal it is asserted that the terrorist attack in Paris underlined the link between organised crime and terrorism Is the answer that wa given to the above question correct If so and draw farreaching conclusion from the same ongoing criminal investigation at a far earlier stage of the investigation moreover when it is a matter of increasing it own power and restricting right but not when a politician elected by the people asks it to reply to a clearly formulated question If not can the Commission without delay correct the erroneous answer given to Question E,-0.24043131,-0.15204465
